,net_manager,purchase_area,street,zipcode_from,zipcode_to,city,num_connections,delivery_perc,perc_of_active_connections,type_conn_perc,type_of_connection,annual_consume,annual_consume_lowtarif_perc,smartmeter_perc,Year
0,Endinet,871688700000002681,Buizerd,5508KC,5508KC,VELDHOVEN,14.0,100.0,100.0,64,1x35,3346,0.0,0.0,2016.0
1,Endinet,871688700000002681,Hertgang,5508LC,5508LR,VELDHOVEN,43.0,100.0,100.0,93,1x35,2838,2.0,0.0,2016.0
2,Endinet,871688700000002681,Strijpsebaan,5508RA,5508RB,VELDHOVEN,36.0,92.0,100.0,72,3x25,5607,19.0,14.0,2016.0
3,Endinet,871688700000002681,Blauwven,5508RC,5508RC,VELDHOVEN,52.0,98.0,100.0,52,1x35,3977,8.0,4.0,2016.0
4,Endinet,871688700000002681,Blauwven,5508RD,5508RD,VELDHOVEN,39.0,100.0,97.0,67,1x35,3910,8.0,3.0,2016.0
5,Endinet,871688700000002681,Boomven,5508RE,5508RG,VELDHOVEN,17.0,76.0,100.0,94,3x25,6094,35.0,29.0,2016.0
6,Endinet,871688700000002681,Hoefven,5508RH,5508RJ,VELDHOVEN,20.0,80.0,100.0,90,3x25,5719,30.0,25.0,2016.0
7,Endinet,871688700000002681,Regenboogven,5508RK,5508RK,VELDHOVEN,64.0,98.0,100.0,84,1x35,3405,6.0,5.0,2016.0
8,Endinet,871688700000002681,Turfven,5508RL,5508RM,VELDHOVEN,36.0,83.0,100.0,81,3x25,5443,19.0,17.0,2016.0
9,Endinet,871688700000002681,Zandven,5508RN,5508RP,VELDHOVEN,30.0,97.0,100.0,70,3x25,5693,17.0,13.0,2016.0
10,Endinet,871688700000002681,Libel,5508SB,5508SB,VELDHOVEN,44.0,100.0,100.0,75,1x35,3633,0.0,0.0,2016.0
11,Endinet,871688700000002681,Libel,5508SC,5508SC,VELDHOVEN,15.0,93.0,100.0,53,3x25,3341,13.0,7.0,2016.0
12,Endinet,871688700000002681,Vlinder,5508SE,5508SE,VELDHOVEN,19.0,100.0,100.0,63,1x35,3243,11.0,5.0,2016.0
13,Endinet,871688700000002681,Eekhoorn,5508SG,5508SG,VELDHOVEN,27.0,100.0,100.0,96,1x35,1837,0.0,0.0,2016.0
14,Endinet,871688700000002681,Ree,5508SJ,5508SJ,VELDHOVEN,22.0,100.0,100.0,77,1x35,2454,5.0,5.0,2016.0
15,Endinet,871688700000002681,Haas,5508SK,5508SK,VELDHOVEN,19.0,100.0,100.0,84,1x35,3305,0.0,0.0,2016.0
16,Endinet,871688700000002681,Smelen,5508SL,5508SL,VELDHOVEN,22.0,100.0,100.0,86,1x35,2623,32.0,5.0,2016.0
17,Endinet,871688700000002681,Smelen,5508SM,5508SM,VELDHOVEN,18.0,100.0,100.0,83,1x35,3058,11.0,11.0,2016.0
18,Endinet,871688700000002681,Meerstraat,5509RA,5509RA,VELDHOVEN,13.0,100.0,100.0,62,1x35,8688,0.0,0.0,2016.0
19,Endinet,871688700000002681,Ree,5509RB,5509RB,VELDHOVEN,36.0,100.0,100.0,92,1x35,3283,8.0,8.0,2016.0
20,Endinet,871688700000002681,Ree,5509RC,5509RC,VELDHOVEN,32.0,100.0,100.0,94,1x35,4024,50.0,50.0,2016.0
21,Endinet,871688700000002681,Ree,5509RD,5509RD,VELDHOVEN,25.0,100.0,100.0,96,1x35,3960,100.0,100.0,2016.0
22,Endinet,871688700000002681,Ree,5509RE,5509RG,VELDHOVEN,47.0,100.0,98.0,68,1x35,3897,38.0,38.0,2016.0
23,Endinet,871688700000002681,Smelen,5509RK,5509RK,VELDHOVEN,30.0,97.0,100.0,83,1x35,3741,37.0,37.0,2016.0
24,Endinet,871688700000002681,Smelen,5509RL,5509RL,VELDHOVEN,18.0,100.0,100.0,56,3x25,2985,0.0,0.0,2016.0
25,Endinet,871688700000002681,Egel,5509RM,5509RM,VELDHOVEN,15.0,93.0,93.0,67,3x25,6563,93.0,87.0,2016.0
26,Endinet,871688700000002681,Sterrenlaan,5531KA,5611AB,EINDHOVEN,17.0,100.0,76.0,47,3x25,15725,53.0,12.0,2016.0
27,Endinet,871688700000002681,Stationsplein,5611AC,5611AC,EINDHOVEN,19.0,100.0,74.0,32,1x35,16979,47.0,32.0,2016.0
28,Endinet,871688700000002681,Neckerspoel,5611AD,5611AH,EINDHOVEN,28.0,100.0,96.0,54,3x25,20413,21.0,11.0,2016.0
29,Endinet,871688700000002681,Hermanus Boexstraat,5611AJ,5611AJ,EINDHOVEN,12.0,100.0,100.0,50,3x63,30880,42.0,33.0,2016.0
30,Endinet,871688700000002681,Volderhof,5611AK,5611AK,EINDHOVEN,27.0,100.0,96.0,67,1x35,4341,33.0,33.0,2016.0
31,Endinet,871688700000002681,P Cnz Hooftlaan,5611AL,5611AL,EINDHOVEN,11.0,100.0,82.0,36,3x50,29138,45.0,18.0,2016.0
32,Endinet,871688700000002681,Nieuwe Emmasingel,5611AM,5611AM,EINDHOVEN,116.0,100.0,63.0,65,3x25,10266,47.0,13.0,2016.0
33,Endinet,871688700000002681,Demer,5611AN,5611AR,EINDHOVEN,28.0,100.0,96.0,32,3x63,41554,50.0,29.0,2016.0
34,Endinet,871688700000002681,Demer,5611AS,5611AS,EINDHOVEN,12.0,100.0,100.0,33,3x63,39340,75.0,58.0,2016.0
35,Endinet,871688700000002681,Vrijstraat,5611AT,5611AT,EINDHOVEN,10.0,100.0,100.0,50,3x25,28468,30.0,30.0,2016.0
36,Endinet,871688700000002681,Vrijstraat,5611AV,5611AV,EINDHOVEN,11.0,100.0,100.0,45,3x25,18602,55.0,18.0,2016.0
37,Endinet,871688700000002681,Vrijstraat,5611AW,5611AW,EINDHOVEN,23.0,100.0,100.0,57,3x25,19437,22.0,13.0,2016.0
38,Endinet,871688700000002681,Maximahof,5611AX,5611AX,EINDHOVEN,77.0,100.0,100.0,99,1x35,1856,3.0,3.0,2016.0
39,Endinet,871688700000002681,Emmasingel,5611AZ,5611AZ,EINDHOVEN,115.0,100.0,98.0,79,1x35,4967,8.0,3.0,2016.0
40,Endinet,871688700000002681,Professor Dr Dorgelolaan,5611BA,5611BB,EINDHOVEN,52.0,100.0,98.0,98,3x25,3044,2.0,2.0,2016.0
41,Endinet,871688700000002681,Stationsplein,5611BC,5611BC,EINDHOVEN,14.0,100.0,93.0,64,3x25,4705,21.0,21.0,2016.0
42,Endinet,871688700000002681,Mathildelaan,5611BD,5611BD,EINDHOVEN,20.0,100.0,95.0,95,1x35,2473,95.0,95.0,2016.0
43,Endinet,871688700000002681,Mathildelaan,5611BE,5611BE,EINDHOVEN,18.0,100.0,100.0,100,1x35,2866,89.0,89.0,2016.0
44,Endinet,871688700000002681,Hoog Gagel,5611BG,5611BG,EINDHOVEN,41.0,95.0,100.0,90,1x35,4488,12.0,10.0,2016.0
45,Endinet,871688700000002681,Gagelstraat,5611BH,5611BX,EINDHOVEN,44.0,100.0,100.0,77,1x35,7642,36.0,23.0,2016.0
46,Endinet,871688700000002681,Stationsweg,5611BZ,5611BZ,EINDHOVEN,47.0,100.0,98.0,66,1x35,3492,6.0,4.0,2016.0
47,Endinet,871688700000002681,Vestdijk,5611CA,5611CA,EINDHOVEN,14.0,100.0,86.0,50,3x63,28033,43.0,21.0,2016.0
48,Endinet,871688700000002681,Vestdijk,5611CB,5611CB,EINDHOVEN,41.0,100.0,100.0,63,1x35,3529,12.0,10.0,2016.0
49,Endinet,871688700000002681,Vestdijk,5611CC,5611CC,EINDHOVEN,26.0,100.0,100.0,46,3x25,11192,12.0,4.0,2016.0
50,Endinet,871688700000002681,Vestdijk,5611CE,5611CG,EINDHOVEN,104.0,100.0,100.0,71,1x35,3638,9.0,6.0,2016.0
51,Endinet,871688700000002681,Raiffeisenstraat,5611CH,5611CH,EINDHOVEN,23.0,100.0,83.0,65,3x25,11505,35.0,17.0,2016.0
52,Endinet,871688700000002681,Dommelstraat,5611CJ,5611CJ,EINDHOVEN,30.0,100.0,100.0,47,1x35,23345,10.0,0.0,2016.0
53,Endinet,871688700000002681,Dommelstraat,5611CK,5611CK,EINDHOVEN,21.0,95.0,100.0,57,1x35,14058,24.0,14.0,2016.0
54,Endinet,871688700000002681,Dommelstraat,5611CL,5611CL,EINDHOVEN,19.0,100.0,100.0,37,3x63,30807,32.0,5.0,2016.0
55,Endinet,871688700000002681,Tramstraat,5611CM,5611CM,EINDHOVEN,39.0,92.0,100.0,82,1x35,3021,10.0,3.0,2016.0
56,Endinet,871688700000002681,Tramstraat,5611CN,5611CP,EINDHOVEN,25.0,96.0,100.0,64,3x25,6922,44.0,36.0,2016.0
57,Endinet,871688700000002681,Tramstraat,5611CR,5611CR,EINDHOVEN,15.0,87.0,93.0,47,1x35,6197,40.0,13.0,2016.0
58,Endinet,871688700000002681,Augustijnendreef,5611CS,5611CS,EINDHOVEN,22.0,100.0,100.0,77,1x35,3511,5.0,0.0,2016.0
59,Endinet,871688700000002681,Kanaalstraat,5611CT,5611CX,EINDHOVEN,44.0,100.0,100.0,77,1x35,6932,16.0,5.0,2016.0
60,Endinet,871688700000002681,Vestdijk,5611CZ,5611CZ,EINDHOVEN,62.0,100.0,100.0,94,3x25,5480,2.0,2.0,2016.0
61,Endinet,871688700000002681,Nieuwstraat,5611DA,5611DA,EINDHOVEN,20.0,100.0,100.0,25,3x63,16884,40.0,25.0,2016.0
62,Endinet,871688700000002681,Nieuwstraat,5611DB,5611DB,EINDHOVEN,16.0,100.0,94.0,75,3x25,16055,13.0,0.0,2016.0
63,Endinet,871688700000002681,Genderstraatje,5611DC,5611DE,EINDHOVEN,43.0,100.0,100.0,70,1x35,7604,9.0,5.0,2016.0
64,Endinet,871688700000002681,Oude Stadsgracht,5611DG,5611DG,EINDHOVEN,13.0,100.0,92.0,69,1x35,6850,23.0,8.0,2016.0
65,Endinet,871688700000002681,Oude Stadsgracht,5611DH,5611DH,EINDHOVEN,30.0,100.0,100.0,97,1x35,1307,3.0,3.0,2016.0
66,Endinet,871688700000002681,Oude Stadsgracht,5611DJ,5611DJ,EINDHOVEN,24.0,100.0,100.0,92,1x35,2861,13.0,4.0,2016.0
67,Endinet,871688700000002681,Heuvel Galerie,5611DK,5611DK,EINDHOVEN,77.0,100.0,90.0,45,3x25,25932,35.0,23.0,2016.0
68,Endinet,871688700000002681,Gedempte Gracht,5611DL,5611DL,EINDHOVEN,40.0,100.0,95.0,63,1x35,3704,20.0,15.0,2016.0
69,Endinet,871688700000002681,Gedempte Gracht,5611DM,5611DM,EINDHOVEN,41.0,100.0,100.0,83,1x35,2529,17.0,15.0,2016.0
70,Endinet,871688700000002681,Marktstraat,5611EA,5611EC,EINDHOVEN,25.0,100.0,88.0,20,3x63,23562,48.0,24.0,2016.0
71,Endinet,871688700000002681,Jan van Hooffstraat,5611ED,5611EE,EINDHOVEN,37.0,100.0,100.0,30,3x25,22238,30.0,24.0,2016.0
72,Endinet,871688700000002681,Ten Hagestraat,5611EG,5611EG,EINDHOVEN,12.0,100.0,92.0,58,3x25,20461,33.0,33.0,2016.0
73,Endinet,871688700000002681,Smalle Haven,5611EH,5611EH,EINDHOVEN,56.0,100.0,100.0,82,3x25,4412,7.0,2.0,2016.0
74,Endinet,871688700000002681,Smalle Haven,5611EJ,5611EJ,EINDHOVEN,61.0,100.0,100.0,92,1x35,4235,8.0,7.0,2016.0
75,Endinet,871688700000002681,Begijnenhof,5611EK,5611EK,EINDHOVEN,37.0,100.0,100.0,78,1x35,6855,16.0,8.0,2016.0
76,Endinet,871688700000002681,Begijnenhof,5611EL,5611EP,EINDHOVEN,25.0,100.0,100.0,48,3x25,26702,56.0,16.0,2016.0
77,Endinet,871688700000002681,Stratumseind,5611ER,5611ER,EINDHOVEN,33.0,100.0,100.0,55,1x35,8952,45.0,15.0,2016.0
78,Endinet,871688700000002681,Stratumseind,5611ES,5611EV,EINDHOVEN,21.0,100.0,100.0,43,3x63,33450,67.0,33.0,2016.0
79,Endinet,871688700000002681,Molenstraat,5611EW,5611EX,EINDHOVEN,18.0,100.0,94.0,56,3x25,6334,11.0,6.0,2016.0
80,Endinet,871688700000002681,Bleekweg,5611EZ,5611EZ,EINDHOVEN,34.0,100.0,100.0,76,1x35,3366,15.0,9.0,2016.0
81,Endinet,871688700000002681,Keizersgracht,5611GB,5611GC,EINDHOVEN,20.0,100.0,85.0,45,3x25,12125,20.0,5.0,2016.0
82,Endinet,871688700000002681,Keizersgracht,5611GD,5611GD,EINDHOVEN,27.0,100.0,89.0,52,3x25,20470,33.0,30.0,2016.0
83,Endinet,871688700000002681,Wal,5611GE,5611GE,EINDHOVEN,17.0,100.0,94.0,47,3x25,9687,29.0,24.0,2016.0
84,Endinet,871688700000002681,Wal,5611GG,5611GH,EINDHOVEN,16.0,100.0,100.0,44,3x25,11245,19.0,13.0,2016.0
85,Endinet,871688700000002681,Kerkstraat,5611GJ,5611GJ,EINDHOVEN,19.0,100.0,100.0,47,1x35,8518,32.0,26.0,2016.0
86,Endinet,871688700000002681,Kerkstraat,5611GK,5611GK,EINDHOVEN,20.0,100.0,100.0,45,1x35,16040,0.0,0.0,2016.0
87,Endinet,871688700000002681,Rechtestraat,5611GL,5611GP,EINDHOVEN,38.0,100.0,100.0,37,3x25,29351,21.0,13.0,2016.0
88,Endinet,871688700000002681,Rechtestraat,5611GR,5611GS,EINDHOVEN,43.0,100.0,88.0,40,3x25,18712,37.0,19.0,2016.0
89,Endinet,871688700000002681,Hooghuisstraat,5611GT,5611GT,EINDHOVEN,12.0,100.0,100.0,42,3x25,26488,42.0,42.0,2016.0
90,Endinet,871688700000002681,Mauritsstraat,5611GV,5611GV,EINDHOVEN,18.0,94.0,94.0,78,1x35,6574,17.0,11.0,2016.0
91,Endinet,871688700000002681,Krabbendampad,5611GW,5611GW,EINDHOVEN,13.0,100.0,100.0,85,1x35,1943,31.0,31.0,2016.0
92,Endinet,871688700000002681,De Stadspoort,5611GZ,5611GZ,EINDHOVEN,10.0,100.0,100.0,40,3x25,12893,20.0,10.0,2016.0
93,Endinet,871688700000002681,Willemstraat,5611HA,5611HA,EINDHOVEN,22.0,95.0,100.0,64,3x25,9264,14.0,14.0,2016.0
94,Endinet,871688700000002681,Willemstraat,5611HB,5611HB,EINDHOVEN,23.0,100.0,91.0,39,3x25,9758,26.0,17.0,2016.0
95,Endinet,871688700000002681,Willemstraat,5611HC,5611HC,EINDHOVEN,53.0,100.0,98.0,60,1x35,8754,15.0,6.0,2016.0
96,Endinet,871688700000002681,Willemstraat,5611HD,5611HE,EINDHOVEN,17.0,100.0,82.0,47,3x25,19067,35.0,12.0,2016.0
97,Endinet,871688700000002681,Wilhelminaplein,5611HG,5611HG,EINDHOVEN,17.0,100.0,100.0,59,3x25,4215,18.0,18.0,2016.0
98,Endinet,871688700000002681,Prins Hendrikstraat,5611HH,5611HH,EINDHOVEN,29.0,100.0,100.0,66,1x35,3121,17.0,14.0,2016.0
99,Endinet,871688700000002681,Prins Hendrikstraat,5611HJ,5611HJ,EINDHOVEN,40.0,100.0,100.0,60,1x35,2871,13.0,8.0,2016.0
100,Endinet,871688700000002681,Prins Hendrikstraat,5611HK,5611HK,EINDHOVEN,23.0,100.0,100.0,78,1x35,4730,30.0,9.0,2016.0
101,Endinet,871688700000002681,Prins Hendrikstraat,5611HL,5611HL,EINDHOVEN,33.0,100.0,100.0,82,1x35,3158,12.0,6.0,2016.0
102,Endinet,871688700000002681,Smitsstraat,5611HM,5611HM,EINDHOVEN,13.0,100.0,100.0,92,1x35,3281,0.0,0.0,2016.0
103,Endinet,871688700000002681,Heilige Geeststraat,5611HN,5611HN,EINDHOVEN,27.0,96.0,96.0,48,1x35,8128,22.0,15.0,2016.0
104,Endinet,871688700000002681,Heilige Geeststraat,5611HP,5611HP,EINDHOVEN,25.0,100.0,96.0,56,1x35,3330,0.0,0.0,2016.0
105,Endinet,871688700000002681,Heilige Geeststraat,5611HR,5611HR,EINDHOVEN,20.0,100.0,100.0,65,1x35,3219,20.0,5.0,2016.0
106,Endinet,871688700000002681,Julianastraat,5611HS,5611HS,EINDHOVEN,14.0,100.0,93.0,50,1x35,5998,7.0,0.0,2016.0
107,Endinet,871688700000002681,Julianastraat,5611HT,5611HV,EINDHOVEN,33.0,100.0,100.0,76,1x35,2969,12.0,9.0,2016.0
108,Endinet,871688700000002681,Julianahof,5611HX,5611HX,EINDHOVEN,19.0,100.0,100.0,89,1x35,2767,16.0,11.0,2016.0
109,Endinet,871688700000002681,Charlotte van Bourbonhof,5611HZ,5611HZ,EINDHOVEN,50.0,100.0,100.0,100,1x35,3218,6.0,2.0,2016.0
110,Endinet,871688700000002681,St Catharinastraat,5611JA,5611JA,EINDHOVEN,42.0,100.0,100.0,67,1x35,3035,33.0,2.0,2016.0
111,Endinet,871688700000002681,St Catharinastraat,5611JB,5611JB,EINDHOVEN,27.0,100.0,100.0,81,1x35,2492,4.0,4.0,2016.0
112,Endinet,871688700000002681,St Catharinastraat,5611JC,5611JC,EINDHOVEN,14.0,100.0,100.0,64,1x35,3349,7.0,0.0,2016.0
113,Endinet,871688700000002681,St Catharinastraat,5611JD,5611JD,EINDHOVEN,15.0,100.0,100.0,60,1x35,4436,7.0,7.0,2016.0
114,Endinet,871688700000002681,Anna van Egmondstraat,5611JE,5611JE,EINDHOVEN,12.0,100.0,100.0,50,3x25,3191,25.0,25.0,2016.0
115,Endinet,871688700000002681,Oranjestraat,5611JG,5611JH,EINDHOVEN,22.0,100.0,100.0,59,1x35,3996,9.0,9.0,2016.0
116,Endinet,871688700000002681,St Catharinastraat,5611JJ,5611JJ,EINDHOVEN,34.0,100.0,100.0,91,1x35,2037,0.0,0.0,2016.0
117,Endinet,871688700000002681,Willem de Zwijgerstraat,5611JK,5611JL,EINDHOVEN,28.0,100.0,100.0,46,1x35,3611,11.0,4.0,2016.0
118,Endinet,871688700000002681,Edenstraat,5611JM,5611JM,EINDHOVEN,18.0,100.0,100.0,56,1x35,11005,6.0,0.0,2016.0
119,Endinet,871688700000002681,Edenstraat,5611JN,5611JN,EINDHOVEN,11.0,100.0,91.0,82,3x25,6845,27.0,9.0,2016.0
120,Endinet,871688700000002681,Hoogstraat,5611JP,5611JR,EINDHOVEN,19.0,100.0,95.0,63,3x25,6753,16.0,5.0,2016.0
121,Endinet,871688700000002681,Kleine Berg,5611JS,5611JS,EINDHOVEN,26.0,100.0,100.0,42,3x25,15915,23.0,23.0,2016.0
122,Endinet,871688700000002681,Kleine Berg,5611JT,5611JT,EINDHOVEN,68.0,100.0,100.0,65,1x35,10245,12.0,6.0,2016.0
123,Endinet,871688700000002681,Kleine Berg,5611JV,5611JV,EINDHOVEN,65.0,100.0,97.0,43,1x35,11884,28.0,15.0,2016.0
124,Endinet,871688700000002681,Kleine Berg,5611JW,5611JW,EINDHOVEN,13.0,100.0,100.0,69,3x25,18365,23.0,8.0,2016.0
125,Endinet,871688700000002681,Bergstraat,5611JX,5611JX,EINDHOVEN,29.0,100.0,97.0,52,1x35,4787,10.0,3.0,2016.0
126,Endinet,871688700000002681,Bergstraat,5611JZ,5611JZ,EINDHOVEN,33.0,100.0,100.0,61,1x35,4736,6.0,3.0,2016.0
127,Endinet,871688700000002681,Groot Paradijs,5611KA,5611KA,EINDHOVEN,66.0,100.0,100.0,95,3x25,3665,3.0,0.0,2016.0
128,Endinet,871688700000002681,Luciferstraat,5611KE,5611KE,EINDHOVEN,39.0,100.0,100.0,79,1x35,2753,3.0,0.0,2016.0
129,Endinet,871688700000002681,De Rungraaf,5611KG,5611KG,EINDHOVEN,63.0,100.0,98.0,90,1x35,2082,14.0,8.0,2016.0
130,Endinet,871688700000002681,Grote Berg,5611KH,5611KH,EINDHOVEN,21.0,100.0,100.0,67,3x25,7930,14.0,10.0,2016.0
131,Endinet,871688700000002681,Grote Berg,5611KJ,5611KJ,EINDHOVEN,50.0,100.0,98.0,56,1x35,4848,6.0,4.0,2016.0
132,Endinet,871688700000002681,Grote Berg,5611KK,5611KK,EINDHOVEN,32.0,100.0,100.0,50,3x25,13064,34.0,28.0,2016.0
133,Endinet,871688700000002681,Grote Berg,5611KL,5611KL,EINDHOVEN,68.0,100.0,99.0,62,1x35,3677,9.0,4.0,2016.0
134,Endinet,871688700000002681,Paradijslaan,5611KM,5611KM,EINDHOVEN,76.0,100.0,100.0,70,1x35,4259,11.0,8.0,2016.0
135,Endinet,871688700000002681,Paradijslaan,5611KN,5611KN,EINDHOVEN,18.0,100.0,89.0,72,3x25,12202,28.0,22.0,2016.0
136,Endinet,871688700000002681,Paradijslaan,5611KP,5611KR,EINDHOVEN,22.0,100.0,100.0,41,1x35,11740,9.0,0.0,2016.0
137,Endinet,871688700000002681,Zwembadweg,5611KS,5611KS,EINDHOVEN,28.0,100.0,100.0,82,1x35,3235,4.0,0.0,2016.0
138,Endinet,871688700000002681,Frederik van Eedenplein,5611KT,5611KT,EINDHOVEN,20.0,100.0,90.0,80,1x35,5527,10.0,5.0,2016.0
139,Endinet,871688700000002681,Don Boscostraat,5611KV,5611KV,EINDHOVEN,32.0,100.0,100.0,81,1x35,2939,16.0,6.0,2016.0
140,Endinet,871688700000002681,Don Boscostraat,5611KW,5611KX,EINDHOVEN,25.0,100.0,88.0,56,1x35,5869,12.0,0.0,2016.0
141,Endinet,871688700000002681,Waagstraat,5611KZ,5611LA,EINDHOVEN,16.0,100.0,100.0,75,3x25,5473,38.0,6.0,2016.0
142,Endinet,871688700000002681,Poirterslaan,5611LB,5611LB,EINDHOVEN,23.0,100.0,100.0,61,3x25,5991,43.0,13.0,2016.0
143,Endinet,871688700000002681,Jan Smitzlaan,5611LD,5611LD,EINDHOVEN,23.0,100.0,100.0,65,3x25,6460,4.0,4.0,2016.0
144,Endinet,871688700000002681,Jan Smitzlaan,5611LE,5611LE,EINDHOVEN,14.0,100.0,100.0,79,3x25,9045,14.0,14.0,2016.0
145,Endinet,871688700000002681,Elzentlaan,5611LG,5611LG,EINDHOVEN,15.0,87.0,100.0,93,3x25,7833,33.0,20.0,2016.0
146,Endinet,871688700000002681,Elzentlaan,5611LH,5611LH,EINDHOVEN,11.0,100.0,91.0,64,3x25,12459,36.0,9.0,2016.0
147,Endinet,871688700000002681,Elzentlaan,5611LJ,5611LJ,EINDHOVEN,16.0,100.0,94.0,100,3x25,3359,100.0,6.0,2016.0
148,Endinet,871688700000002681,Elzentlaan,5611LK,5611LK,EINDHOVEN,16.0,100.0,100.0,100,3x25,3206,100.0,13.0,2016.0
149,Endinet,871688700000002681,Elzentlaan,5611LL,5611LL,EINDHOVEN,15.0,100.0,93.0,87,3x25,6805,73.0,7.0,2016.0
150,Endinet,871688700000002681,Elzentlaan,5611LM,5611LP,EINDHOVEN,27.0,100.0,100.0,81,3x25,5888,22.0,7.0,2016.0
151,Endinet,871688700000002681,Jacob Catslaan,5611LR,5611LT,EINDHOVEN,31.0,97.0,97.0,84,3x25,6483,45.0,23.0,2016.0
152,Endinet,871688700000002681,Ruusbroeclaan,5611LV,5611LV,EINDHOVEN,15.0,93.0,100.0,67,3x25,9137,27.0,0.0,2016.0
153,Endinet,871688700000002681,Knuvelderlaan,5611LW,5611LW,EINDHOVEN,42.0,100.0,100.0,48,3x25,7175,7.0,5.0,2016.0
154,Endinet,871688700000002681,Tesselschadelaan,5611LZ,5611LZ,EINDHOVEN,30.0,100.0,100.0,93,1x35,2860,0.0,0.0,2016.0
155,Endinet,871688700000002681,Dr Schaepmanlaan,5611MJ,5611NA,EINDHOVEN,79.0,99.0,99.0,51,1x35,7539,13.0,3.0,2016.0
156,Endinet,871688700000002681,Stratumsedijk,5611NB,5611NB,EINDHOVEN,37.0,100.0,95.0,68,3x35,11926,78.0,70.0,2016.0
157,Endinet,871688700000002681,Stratumsedijk,5611NC,5611NC,EINDHOVEN,78.0,100.0,97.0,68,1x35,3431,8.0,6.0,2016.0
158,Endinet,871688700000002681,Stratumsedijk,5611ND,5611ND,EINDHOVEN,35.0,100.0,97.0,57,1x35,8427,17.0,9.0,2016.0
159,Endinet,871688700000002681,Stratumsedijk,5611NE,5611NE,EINDHOVEN,16.0,100.0,75.0,50,3x25,15649,38.0,19.0,2016.0
160,Endinet,871688700000002681,Bilderdijklaan,5611NG,5611NG,EINDHOVEN,13.0,100.0,100.0,38,3x25,9714,15.0,15.0,2016.0
161,Endinet,871688700000002681,Bilderdijklaan,5611NH,5611NJ,EINDHOVEN,20.0,100.0,100.0,95,3x25,4714,25.0,25.0,2016.0
162,Endinet,871688700000002681,Bomanshof,5611NK,5611NK,EINDHOVEN,17.0,100.0,100.0,100,3x25,1896,12.0,12.0,2016.0
163,Endinet,871688700000002681,Bomanshof,5611NL,5611NL,EINDHOVEN,19.0,100.0,100.0,100,3x25,1497,0.0,0.0,2016.0
164,Endinet,871688700000002681,Bomanshof,5611NM,5611NM,EINDHOVEN,18.0,100.0,100.0,100,3x25,1364,17.0,17.0,2016.0
165,Endinet,871688700000002681,Bomanshof,5611NN,5611NN,EINDHOVEN,18.0,100.0,100.0,100,3x25,1757,17.0,11.0,2016.0
166,Endinet,871688700000002681,Bomanshof,5611NP,5611NP,EINDHOVEN,18.0,100.0,100.0,100,3x25,1772,0.0,0.0,2016.0
167,Endinet,871688700000002681,Bomanshof,5611NR,5611NR,EINDHOVEN,15.0,100.0,100.0,100,3x25,1911,7.0,7.0,2016.0
168,Endinet,871688700000002681,Bomanshof,5611NS,5611NS,EINDHOVEN,14.0,100.0,100.0,100,3x25,2095,0.0,0.0,2016.0
169,Endinet,871688700000002681,Bomansplaats,5611NT,5611NT,EINDHOVEN,94.0,100.0,99.0,97,1x35,1900,0.0,0.0,2016.0
170,Endinet,871688700000002681,P Czn Hooftlaan,5611NV,5611NV,EINDHOVEN,14.0,100.0,100.0,71,3x25,16526,7.0,7.0,2016.0
171,Endinet,871688700000002681,P Czn Hooftlaan,5611NW,5611NW,EINDHOVEN,29.0,100.0,100.0,86,1x35,1692,7.0,7.0,2016.0
172,Endinet,871688700000002681,Vondellaan,5611NX,5611NX,EINDHOVEN,14.0,100.0,100.0,50,1x35,9343,14.0,7.0,2016.0
173,Endinet,871688700000002681,P Czn Hooftlaan,5611NZ,5611NZ,EINDHOVEN,29.0,100.0,100.0,83,1x35,4577,21.0,7.0,2016.0
174,Endinet,871688700000002681,Hertogstraat,5611PA,5611PA,EINDHOVEN,33.0,100.0,97.0,48,1x35,8345,52.0,36.0,2016.0
175,Endinet,871688700000002681,Hertogstraat,5611PB,5611PB,EINDHOVEN,25.0,100.0,92.0,52,3x25,12300,24.0,4.0,2016.0
176,Endinet,871688700000002681,Hertogstraat,5611PC,5611PC,EINDHOVEN,26.0,100.0,100.0,69,1x35,1937,31.0,15.0,2016.0
177,Endinet,871688700000002681,Htg Hendrik v Brabantpln,5611PD,5611PD,EINDHOVEN,13.0,92.0,100.0,62,1x35,4054,15.0,8.0,2016.0
178,Endinet,871688700000002681,Htg Hendrik v Brabantpln,5611PE,5611PE,EINDHOVEN,121.0,100.0,97.0,93,1x35,2639,96.0,88.0,2016.0
179,Endinet,871688700000002681,Htg Hendrik v Brabantpln,5611PG,5611PG,EINDHOVEN,20.0,100.0,100.0,95,3x25,3127,90.0,5.0,2016.0
180,Endinet,871688700000002681,Htg Hendrik v Brabantpln,5611PH,5611PH,EINDHOVEN,20.0,100.0,100.0,50,3x25,2901,95.0,10.0,2016.0
181,Endinet,871688700000002681,Htg Hendrik v Brabantpln,5611PJ,5611PJ,EINDHOVEN,20.0,100.0,100.0,85,1x35,2813,90.0,5.0,2016.0
182,Endinet,871688700000002681,Jan van Schoonvorststr,5611PK,5611PK,EINDHOVEN,13.0,100.0,100.0,62,1x35,5505,8.0,8.0,2016.0
